,Unnamed: 0,Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date,type,dividend
15446,15446,524654,NATCAPSUQ,Natural Capsules Ltd,12 Aug 2020,Dividend - Rs. - 0.6000,-,14 Aug 2020,21 Aug 2020,07 Aug 2020,13 Aug 2020,-,Dividend, 0.6000
15447,15447,518091,APCL,Anjani Portland Cement Ltd,13 Aug 2020,Dividend - Rs. - 5.0000,-,15 Aug 2020,21 Aug 2020,10 Aug 2020,13 Aug 2020,-,Dividend, 5.0000
15448,15448,507944,BAJAJST,Bajaj Steel Industries Ltd,13 Aug 2020,Final Dividend - Rs. - 2.0000,-,15 Aug 2020,22 Aug 2020,10 Aug 2020,13 Aug 2020,-,Final Dividend, 2.0000
15449,15449,532400,BSOFT,Birlasoft Ltd,13 Aug 2020,Final Dividend - Rs. - 1.0000,14 Aug 2020,-,-,07 Aug 2020,13 Aug 2020,-,Final Dividend, 1.0000
15450,15450,500096,DABUR,Dabur India Ltd,13 Aug 2020,Final Dividend - Rs. - 1.6000,-,17 Aug 2020,21 Aug 2020,10 Aug 2020,14 Aug 2020,-,Final Dividend, 1.6000
15451,15451,540596,ERIS,Eris Lifesciences Ltd,13 Aug 2020,Interim Dividend - Rs. - 5.5000,14 Aug 2020,-,-,07 Aug 2020,13 Aug 2020,-,Interim Dividend, 5.5000
15452,15452,500495,ESCORTS,Escorts Kubota Ltd,13 Aug 2020,Final Dividend - Rs. - 2.5000,-,15 Aug 2020,24 Aug 2020,10 Aug 2020,13 Aug 2020,-,Final Dividend, 2.5000
15453,15453,533761,GPTINFRA,GPT Infraprojects Ltd,13 Aug 2020,Final Dividend - Rs. - 1.5000,-,15 Aug 2020,21 Aug 2020,10 Aug 2020,13 Aug 2020,-,Final Dividend, 1.5000
15454,15454,532500,MARUTI,Maruti Suzuki India Ltd,13 Aug 2020,Final Dividend - Rs. - 60.0000,-,15 Aug 2020,26 Aug 2020,10 Aug 2020,13 Aug 2020,-,Final Dividend, 60.0000
15455,15455,532555,NTPC,NTPC Ltd,13 Aug 2020,Final Dividend - Rs. - 2.6500,14 Aug 2020,-,-,07 Aug 2020,13 Aug 2020,-,Final Dividend, 2.6500
15456,15456,517506,TTKPRESTIG,TTK Prestige Ltd,13 Aug 2020,Dividend - Rs. - 20.0000,-,15 Aug 2020,15 Aug 2020,10 Aug 2020,13 Aug 2020,-,Dividend, 20.0000
15457,15457,500040,ABREL,Aditya Birla Real Estate Ltd,14 Aug 2020,Dividend - Rs. - 3.0000,-,18 Aug 2020,25 Aug 2020,11 Aug 2020,17 Aug 2020,-,Dividend, 3.0000
15458,15458,526433,ASMTEC,ASM Technologies Ltd,14 Aug 2020,Interim Dividend - Rs. - 2.0000,17 Aug 2020,-,-,10 Aug 2020,14 Aug 2020,-,Interim Dividend, 2.0000
15459,15459,508486,HAWKINCOOK,Hawkins Cookers Ltd,14 Aug 2020,Interim Dividend - Rs. - 80.0000,17 Aug 2020,-,-,10 Aug 2020,14 Aug 2020,-,Interim Dividend, 80.0000
15460,15460,540180,VBL,Varun Beverages Ltd,14 Aug 2020,Interim Dividend - Rs. - 2.5000,17 Aug 2020,-,-,10 Aug 2020,14 Aug 2020,-,Interim Dividend, 2.5000
15461,15461,500335,BIRLACORPN,Birla Corporation Ltd,17 Aug 2020,Dividend - Rs. - 7.5000,-,19 Aug 2020,25 Aug 2020,12 Aug 2020,18 Aug 2020,-,Dividend, 7.5000
15462,15462,500480,CUMMINSIND,Cummins India Ltd,17 Aug 2020,Final Dividend - Rs. - 7.0000,18 Aug 2020,-,-,11 Aug 2020,17 Aug 2020,-,Final Dividend, 7.0000
15463,15463,506390,HEUBACHIND,Heubach Colorants India Ltd,17 Aug 2020,Final Dividend - Rs. - 11.0000,-,19 Aug 2020,20 Aug 2020,12 Aug 2020,18 Aug 2020,-,Final Dividend, 11.0000
15464,15464,500298,NAPEROL,Naperol Investments Ltd,17 Aug 2020,Dividend - Rs. - 12.5000,-,19 Aug 2020,25 Aug 2020,12 Aug 2020,18 Aug 2020,-,Dividend, 12.5000
15465,15465,511196,CANFINHOME,Can Fin Homes Ltd,18 Aug 2020,Dividend - Rs. - 2.0000,-,20 Aug 2020,26 Aug 2020,13 Aug 2020,19 Aug 2020,-,Dividend, 2.0000
15466,15466,500199,IGPL,IG Petrochemicals Ltd,18 Aug 2020,Final Dividend - Rs. - 2.0000,-,20 Aug 2020,21 Aug 2020,13 Aug 2020,19 Aug 2020,-,Final Dividend, 2.0000
15467,15467,532478,UBL,United Breweries Ltd,18 Aug 2020,Final Dividend - Rs. - 2.5000,-,20 Aug 2020,26 Aug 2020,13 Aug 2020,19 Aug 2020,-,Final Dividend, 2.5000
15468,15468,523411,ADCINDIA,ADC India Communications Ltd,19 Aug 2020,Dividend - Rs. - 2.0000,-,21 Aug 2020,27 Aug 2020,14 Aug 2020,20 Aug 2020,-,Dividend, 2.0000
15469,15469,524828,BDH,BDH Industries Ltd,19 Aug 2020,Final Dividend - Rs. - 2.5000,-,21 Aug 2020,27 Aug 2020,14 Aug 2020,20 Aug 2020,-,Final Dividend, 2.5000
15470,15470,500147,COCKERILL,John Cockerill India Ltd,19 Aug 2020,Final Dividend - Rs. - 5.0000,-,21 Aug 2020,27 Aug 2020,14 Aug 2020,20 Aug 2020,-,Final Dividend, 5.0000
15471,15471,508906,EVERESTIND,Everest Industries Ltd,19 Aug 2020,Final Dividend - Rs. - 1.0000,20 Aug 2020,-,-,13 Aug 2020,19 Aug 2020,-,Final Dividend, 1.0000
15472,15472,505255,GMMPFAUDLR,GMM Pfaudler Ltd,19 Aug 2020,Final Dividend - Rs. - 2.0000,-,21 Aug 2020,27 Aug 2020,14 Aug 2020,20 Aug 2020,-,Final Dividend, 2.0000
15473,15473,540602,GTPL,GTPL Hathway Ltd,19 Aug 2020,Final Dividend - Rs. - 3.0000,-,21 Aug 2020,28 Aug 2020,14 Aug 2020,20 Aug 2020,-,Final Dividend, 3.0000
15474,15474,519552,HERITGFOOD,Heritage Foods Ltd,19 Aug 2020,Dividend - Rs. - 2.5000,-,21 Aug 2020,28 Aug 2020,14 Aug 2020,20 Aug 2020,-,Dividend, 2.5000
15475,15475,532796,LUMAXTECH,Lumax Auto Technologies Ltd,19 Aug 2020,Final Dividend - Rs. - 1.0000,-,21 Aug 2020,28 Aug 2020,14 Aug 2020,20 Aug 2020,-,Final Dividend, 1.0000
15476,15476,502420,ORIENTPPR,Orient Paper & Industries Ltd,19 Aug 2020,Dividend - Rs. - 0.5000,-,21 Aug 2020,27 Aug 2020,14 Aug 2020,20 Aug 2020,-,Dividend, 0.5000
15477,15477,541556,RITES,RITES Ltd,19 Aug 2020,Final Dividend - Rs. - 6.0000,-,21 Aug 2020,28 Aug 2020,14 Aug 2020,20 Aug 2020,-,Final Dividend, 6.0000
15478,15478,523023,SINCLAIR,Sinclairs Hotels Ltd,19 Aug 2020,Final Dividend - Rs. - 0.8000,-,21 Aug 2020,27 Aug 2020,14 Aug 2020,20 Aug 2020,-,Final Dividend, 0.8000
15479,15479,524715,SUNPHARMA,Sun Pharmaceutical Industries Ltd,19 Aug 2020,Final Dividend - Rs. - 1.0000,-,21 Aug 2020,27 Aug 2020,14 Aug 2020,20 Aug 2020,-,Final Dividend, 1.0000
15480,15480,512070,UPL,UPL Ltd,19 Aug 2020,Dividend - Rs. - 6.0000,-,21 Aug 2020,31 Aug 2020,14 Aug 2020,20 Aug 2020,-,Dividend, 6.0000
15481,15481,500710,AKZOINDIA,Akzo Nobel India Ltd,20 Aug 2020,Dividend - Rs. - 14.0000,-,22 Aug 2020,28 Aug 2020,17 Aug 2020,20 Aug 2020,-,Dividend, 14.0000
15482,15482,531082,ALANKIT,Alankit Ltd,20 Aug 2020,Final Dividend - Rs. - 0.2000,-,23 Aug 2020,29 Aug 2020,17 Aug 2020,20 Aug 2020,-,Final Dividend, 0.2000
15483,15483,506820,ASTRAZEN,AstraZeneca Pharma India Ltd,20 Aug 2020,Interim Dividend - Rs. - 2.0000,21 Aug 2020,-,-,14 Aug 2020,20 Aug 2020,-,Interim Dividend, 2.0000
15484,15484,512573,AVANTIFEED,Avanti Feeds Ltd,20 Aug 2020,Final Dividend - Rs. - 0.1000,-,24 Aug 2020,29 Aug 2020,17 Aug 2020,21 Aug 2020,-,Final Dividend, 0.1000
15485,15485,502355,BALKRISIND,Balkrishna Industries Ltd,20 Aug 2020,Interim Dividend - Rs. - 3.0000,22 Aug 2020,-,-,17 Aug 2020,20 Aug 2020,-,Interim Dividend, 3.0000
15486,15486,530803,BHAGERIA,Bhageria Industries Ltd,20 Aug 2020,Final Dividend - Rs. - 3.0000,-,22 Aug 2020,29 Aug 2020,17 Aug 2020,20 Aug 2020,-,Final Dividend, 3.0000
15487,15487,500136,ESTER,Ester Industries Ltd,20 Aug 2020,Dividend - Rs. - 2.5000,-,22 Aug 2020,28 Aug 2020,17 Aug 2020,20 Aug 2020,-,Dividend, 2.5000
15488,15488,500670,GNFC,Gujarat Narmada Valley Fertilizers & Chemicals Ltd,20 Aug 2020,Dividend - Rs. - 5.0000,-,24 Aug 2020,28 Aug 2020,17 Aug 2020,21 Aug 2020,-,Dividend, 5.0000
15489,15489,517206,LUMAXIND,Lumax Industries Ltd,20 Aug 2020,Final Dividend - Rs. - 6.0000,-,22 Aug 2020,28 Aug 2020,17 Aug 2020,20 Aug 2020,-,Final Dividend, 6.0000
15490,15490,526479,SKYIND,Sky Industries Ltd,20 Aug 2020,Final Dividend - Rs. - 0.5000,-,22 Aug 2020,28 Aug 2020,17 Aug 2020,20 Aug 2020,-,Final Dividend, 0.5000
15491,15491,542232,SRD,Shankar Lal Rampal Dye-Chem Ltd,20 Aug 2020,Final Dividend - Rs. - 0.1000,-,22 Aug 2020,31 Aug 2020,17 Aug 2020,20 Aug 2020,-,Final Dividend, 0.1000
15492,15492,506105,STANROS,Stanrose Mafatlal Investments & Finance Ltd,20 Aug 2020,Dividend - Rs. - 6.0000,-,23 Aug 2020,29 Aug 2020,17 Aug 2020,20 Aug 2020,-,Dividend, 6.0000
15493,15493,500483,TATACOMM,Tata Communications Ltd,20 Aug 2020,Final Dividend - Rs. - 4.0000,-,22 Aug 2020,28 Aug 2020,17 Aug 2020,20 Aug 2020,-,Final Dividend, 4.0000
15494,15494,506690,UNICHEMLAB,Unichem Laboratories Ltd,20 Aug 2020,Dividend - Rs. - 4.0000,-,24 Aug 2020,29 Aug 2020,17 Aug 2020,21 Aug 2020,-,Dividend, 4.0000
15495,15495,590005,VEEDOL,Veedol Corporation Ltd,20 Aug 2020,Final Dividend - Rs. - 140.0000,-,22 Aug 2020,28 Aug 2020,17 Aug 2020,20 Aug 2020,-,Final Dividend, 140.0000
15496,15496,531717,VIDHIING,Vidhi Specialty Food Ingredients Ltd,20 Aug 2020,Interim Dividend - Rs. - 0.2000,22 Aug 2020,-,-,17 Aug 2020,20 Aug 2020,-,Interim Dividend, 0.2000
15497,15497,524804,AUROPHARMA,Aurobindo Pharma Ltd,21 Aug 2020,Interim Dividend - Rs. - 1.2500,-,25 Aug 2020,27 Aug 2020,18 Aug 2020,24 Aug 2020,-,Interim Dividend, 1.2500
15498,15498,524818,DYNAMIND,Dynamic Industries Ltd,21 Aug 2020,Final Dividend - Rs. - 1.5000,-,25 Aug 2020,31 Aug 2020,18 Aug 2020,24 Aug 2020,-,Final Dividend, 1.5000
15499,15499,504741,INDIANHUME,Indian Hume Pipe Company Ltd,21 Aug 2020,Dividend - Rs. - 2.0000,-,25 Aug 2020,04 Sep 2020,18 Aug 2020,24 Aug 2020,-,Dividend, 2.0000
15500,15500,533343,LOVABLE,Lovable Lingerie Ltd,21 Aug 2020,Final Dividend - Rs. - 0.5000,-,25 Aug 2020,28 Aug 2020,18 Aug 2020,24 Aug 2020,-,Final Dividend, 0.5000
15501,15501,534091,MCX,Multi Commodity Exchange of India Ltd,21 Aug 2020,Final Dividend - Rs. - 30.0000,-,25 Aug 2020,31 Aug 2020,18 Aug 2020,24 Aug 2020,-,Final Dividend, 30.0000
15502,15502,524816,NATCOPHARM,Natco Pharma Ltd,21 Aug 2020,Interim Dividend - Rs. - 1.2500,24 Aug 2020,-,-,17 Aug 2020,21 Aug 2020,-,Interim Dividend, 1.2500
15503,15503,532497,RADICO,Radico Khaitan Ltd,21 Aug 2020,Final Dividend - Rs. - 2.0000,-,25 Aug 2020,31 Aug 2020,18 Aug 2020,24 Aug 2020,-,Final Dividend, 2.0000
15504,15504,532156,VAIBHAVGBL,Vaibhav Global Ltd,21 Aug 2020,Interim Dividend - Rs. - 5.0000,24 Aug 2020,-,-,17 Aug 2020,21 Aug 2020,-,Interim Dividend, 5.0000
15505,15505,541403,DOLLAR,Dollar Industries Ltd,24 Aug 2020,Dividend - Rs. - 1.7000,-,26 Aug 2020,01 Sep 2020,19 Aug 2020,25 Aug 2020,-,Dividend, 1.7000
15506,15506,542905,HINDWAREAP,Hindware Home Innovation Ltd,24 Aug 2020,Dividend - Rs. - 0.1500,-,26 Aug 2020,03 Sep 2020,19 Aug 2020,25 Aug 2020,-,Dividend, 0.1500
15507,15507,500041,BANARISUG,Bannari Amman Sugars Ltd,25 Aug 2020,Dividend - Rs. - 10.0000,-,27 Aug 2020,02 Sep 2020,20 Aug 2020,26 Aug 2020,-,Dividend, 10.0000
15508,15508,524051,POLYPLEX,Polyplex Corporation Ltd,25 Aug 2020,Interim Dividend - Rs. - 32.0000,26 Aug 2020,-,-,19 Aug 2020,25 Aug 2020,-,Interim Dividend, 32.0000
15509,15509,524051,POLYPLEX,Polyplex Corporation Ltd,25 Aug 2020,Dividend - Rs. - 6.0000,-,27 Aug 2020,31 Aug 2020,-,26 Aug 2020,-,Dividend, 6.0000
15510,15510,542772,360ONE,360 ONE WAM LTD,26 Aug 2020,Interim Dividend - Rs. - 40.0000,27 Aug 2020,-,-,20 Aug 2020,26 Aug 2020,-,Interim Dividend, 40.0000
15511,15511,505681,BIMETAL,Bimetal Bearings Ltd,26 Aug 2020,Dividend - Rs. - 7.0000,-,28 Aug 2020,31 Aug 2020,21 Aug 2020,27 Aug 2020,-,Dividend, 7.0000
15512,15512,500825,BRITANNIA,Britannia Industries Ltd,26 Aug 2020,Interim Dividend - Rs. - 83.0000,27 Aug 2020,-,-,20 Aug 2020,26 Aug 2020,-,Interim Dividend, 83.0000
15513,15513,500300,GRASIM,Grasim Industries Ltd,26 Aug 2020,Final Dividend - Rs. - 4.0000,-,28 Aug 2020,14 Sep 2020,21 Aug 2020,27 Aug 2020,-,Final Dividend, 4.0000
15514,15514,507779,KANPRPLA,Kanpur Plastipack Ltd,26 Aug 2020,Final Dividend - Rs. - 0.6000,-,28 Aug 2020,03 Sep 2020,21 Aug 2020,27 Aug 2020,-,Final Dividend, 0.6000
15515,15515,532875,ADSL,Allied Digital Services Ltd,27 Aug 2020,Final Dividend - Rs. - 0.5000,-,29 Aug 2020,03 Sep 2020,24 Aug 2020,27 Aug 2020,-,Final Dividend, 0.5000
15516,15516,505216,ALFREDHE,Alfred Herbert India Ltd,27 Aug 2020,Dividend - Rs. - 2.5000,-,29 Aug 2020,04 Sep 2020,24 Aug 2020,27 Aug 2020,-,Dividend, 2.5000
15517,15517,505216,ALFREDHE,Alfred Herbert India Ltd,27 Aug 2020,Special Dividend - Rs. - 1.0000,-,29 Aug 2020,04 Sep 2020,24 Aug 2020,27 Aug 2020,-,Special Dividend, 1.0000
15518,15518,507526,ASALCBR,Associated Alcohols & Breweries Ltd,27 Aug 2020,Final Dividend - Rs. - 1.0000,-,30 Aug 2020,05 Sep 2020,24 Aug 2020,27 Aug 2020,-,Final Dividend, 1.0000
15519,15519,509470,BOMOXY-B1,Bombay Oxygen Investments Ltd,27 Aug 2020,Final Dividend - Rs. - 10.0000,-,29 Aug 2020,04 Sep 2020,24 Aug 2020,27 Aug 2020,-,Final Dividend, 10.0000
15520,15520,500120,DIAMINESQ,Diamines & Chemicals Ltd,27 Aug 2020,Final Dividend - Rs. - 4.0000,-,29 Aug 2020,04 Sep 2020,24 Aug 2020,27 Aug 2020,-,Final Dividend, 4.0000
15521,15521,517437,DUTRON,Dutron Polymers Ltd,27 Aug 2020,Final Dividend - Rs. - 1.2000,-,29 Aug 2020,04 Sep 2020,24 Aug 2020,27 Aug 2020,-,Final Dividend, 1.2000
15522,15522,526703,ECOPLAST,Ecoplast Ltd,27 Aug 2020,Final Dividend - Rs. - 1.5000,29 Aug 2020,-,-,-,-,-,Final Dividend, 1.5000
15523,15523,526797,GREENPLY,Greenply Industries Ltd,27 Aug 2020,Final Dividend - Rs. - 0.4000,-,31 Aug 2020,03 Sep 2020,24 Aug 2020,28 Aug 2020,-,Final Dividend, 0.4000
15524,15524,524669,HESTERBIO,Hester Biosciences Ltd,27 Aug 2020,Dividend - Rs. - 6.6000,-,29 Aug 2020,04 Sep 2020,24 Aug 2020,27 Aug 2020,-,Dividend, 6.6000
15525,15525,531109,ISHANCH,Ishan Dyes and Chemicals Ltd,27 Aug 2020,Final Dividend - Rs. - 1.0000,-,29 Aug 2020,04 Sep 2020,24 Aug 2020,27 Aug 2020,-,Final Dividend, 1.0000
15526,15526,590066,KCP,KCP Ltd,27 Aug 2020,Dividend - Rs. - 0.1500,-,29 Aug 2020,04 Sep 2020,24 Aug 2020,27 Aug 2020,-,Dividend, 0.1500
15527,15527,520043,MUNJALSHOW,Munjal Showa Ltd,27 Aug 2020,Final Dividend - Rs. - 4.5000,-,29 Aug 2020,10 Sep 2020,24 Aug 2020,27 Aug 2020,-,Final Dividend, 4.5000
15528,15528,541206,OBCL,Orissa Bengal Carrier Ltd,27 Aug 2020,Dividend - Rs. - 0.5000,28 Aug 2020,-,-,21 Aug 2020,27 Aug 2020,-,Dividend, 0.5000
15529,15529,500680,PFIZER,Pfizer Ltd,27 Aug 2020,Final Dividend - Rs. - 10.0000,-,29 Aug 2020,04 Sep 2020,24 Aug 2020,27 Aug 2020,-,Final Dividend, 10.0000
15530,15530,532374,STLTECH,Sterlite Technologies Ltd,27 Aug 2020,Final Dividend - Rs. - 3.5000,-,29 Aug 2020,31 Aug 2020,24 Aug 2020,27 Aug 2020,-,Final Dividend, 3.5000
15531,15531,541701,SUPERSHAKT,Supershakti Metaliks Ltd,27 Aug 2020,Dividend - Rs. - 0.5000,28 Aug 2020,-,-,21 Aug 2020,27 Aug 2020,-,Dividend, 0.5000
15532,15532,500488,ABBOTINDIA,Abbott India Ltd,28 Aug 2020,Special Dividend - Rs. - 143.0000,-,01 Sep 2020,07 Sep 2020,25 Aug 2020,31 Aug 2020,-,Special Dividend, 143.0000
15533,15533,500488,ABBOTINDIA,Abbott India Ltd,28 Aug 2020,Final Dividend - Rs. - 107.0000,-,01 Sep 2020,07 Sep 2020,25 Aug 2020,31 Aug 2020,-,Final Dividend, 107.0000
15534,15534,531556,CORALFINAC,Coral India Finance & Housing Ltd,28 Aug 2020,Final Dividend - Rs. - 0.2000,-,01 Sep 2020,11 Sep 2020,25 Aug 2020,31 Aug 2020,-,Final Dividend, 0.2000
15535,15535,505750,JOSTS,Josts Engineering Company Ltd,28 Aug 2020,Final Dividend - Rs. - 3.0000,-,01 Sep 2020,04 Sep 2020,25 Aug 2020,31 Aug 2020,-,Final Dividend, 3.0000
15536,15536,522152,SOLIMAC,Solitaire Machine Tools Ltd,28 Aug 2020,Final Dividend - Rs. - 0.7500,-,01 Sep 2020,07 Sep 2020,25 Aug 2020,31 Aug 2020,-,Final Dividend, 0.7500
15537,15537,516108,STHINPA,South India Paper Mills Ltd,28 Aug 2020,Final Dividend - Rs. - 1.5000,-,01 Sep 2020,26 Sep 2020,25 Aug 2020,31 Aug 2020,-,Final Dividend, 1.5000
15538,15538,534804,CARERATING,CARE Ratings Ltd,31 Aug 2020,Final Dividend - Rs. - 2.5000,-,02 Sep 2020,08 Sep 2020,26 Aug 2020,01 Sep 2020,-,Final Dividend, 2.5000
15539,15539,532900,PAISALO,Paisalo Digital Ltd,31 Aug 2020,Final Dividend - Rs. - 1.0000,-,02 Sep 2020,08 Sep 2020,26 Aug 2020,01 Sep 2020,-,Final Dividend, 1.0000
15540,15540,524820,PANAMAPET,Panama Petrochem Ltd,31 Aug 2020,Final Dividend - Rs. - 1.2000,-,02 Sep 2020,04 Sep 2020,26 Aug 2020,01 Sep 2020,-,Final Dividend, 1.2000
15541,15541,540393,SMLT,Sarthak Metals Ltd,31 Aug 2020,Final Dividend - Rs. - 0.5000,-,02 Sep 2020,09 Sep 2020,26 Aug 2020,01 Sep 2020,-,Final Dividend, 0.5000
15542,15542,524129,VINYLINDIA,Vinyl Chemicals (India) Ltd,31 Aug 2020,Dividend - Rs. - 2.4000,-,02 Sep 2020,16 Sep 2020,26 Aug 2020,01 Sep 2020,-,Dividend, 2.4000
15543,15543,532493,ASTRAMICRO,Astra Microwave Products Ltd,01 Sep 2020,Final Dividend - Rs. - 1.2000,-,03 Sep 2020,09 Sep 2020,27 Aug 2020,02 Sep 2020,-,Final Dividend, 1.2000
15544,15544,524790,EVERESTO,Everest Organics Ltd,01 Sep 2020,Final Dividend - Rs. - 1.0000,-,03 Sep 2020,08 Sep 2020,27 Aug 2020,02 Sep 2020,-,Final Dividend, 1.0000
15545,15545,520066,JAYBARMARU,Jay Bharat Maruti Ltd,01 Sep 2020,Dividend - Rs. - 1.2500,-,03 Sep 2020,10 Sep 2020,27 Aug 2020,02 Sep 2020,-,Dividend, 1.2500
15546,15546,500234,KAKATCEM,Kakatiya Cement Sugar & Industries Ltd,01 Sep 2020,Final Dividend - Rs. - 3.0000,-,03 Sep 2020,09 Sep 2020,27 Aug 2020,02 Sep 2020,-,Final Dividend, 3.0000
15547,15547,540078,MITSU,Mitsu Chem Plast Ltd,01 Sep 2020,Dividend - Rs. - 0.2000,02 Sep 2020,-,-,26 Aug 2020,01 Sep 2020,-,Dividend, 0.2000
15548,15548,500304,NIITLTD,NIIT Ltd,01 Sep 2020,Final Dividend - Rs. - 2.0000,-,03 Sep 2020,05 Sep 2020,27 Aug 2020,02 Sep 2020,-,Final Dividend, 2.0000
15549,15549,502090,SAGCEM,Sagar Cements Ltd,01 Sep 2020,Dividend - Rs. - 2.5000,-,03 Sep 2020,09 Sep 2020,27 Aug 2020,02 Sep 2020,-,Dividend, 2.5000
15550,15550,540737,SGRL,Shree Ganesh Remedies Ltd,01 Sep 2020,Final Dividend - Rs. - 1.5000,02 Sep 2020,-,-,26 Aug 2020,01 Sep 2020,-,Final Dividend, 1.5000
15551,15551,532051,SWELECTES,Swelect Energy Systems Ltd,01 Sep 2020,Final Dividend - Rs. - 0.7500,-,03 Sep 2020,10 Sep 2020,27 Aug 2020,02 Sep 2020,-,Final Dividend, 0.7500
15552,15552,524091,CARYSIL,Carysil Ltd,02 Sep 2020,Final Dividend - Rs. - 1.2000,-,04 Sep 2020,08 Sep 2020,28 Aug 2020,03 Sep 2020,-,Final Dividend, 1.2000
15553,15553,505526,DOLATALGO,Dolat Algotech Ltd,02 Sep 2020,Interim Dividend - Rs. - 0.1500,03 Sep 2020,-,-,27 Aug 2020,02 Sep 2020,-,Interim Dividend, 0.1500
15554,15554,532309,GEPIL,GE Power India Ltd,02 Sep 2020,Dividend - Rs. - 2.0000,-,04 Sep 2020,10 Sep 2020,28 Aug 2020,03 Sep 2020,-,Dividend, 2.0000
15555,15555,532898,POWERGRID,Power Grid Corporation of India Ltd,02 Sep 2020,Final Dividend - Rs. - 4.0400,-,04 Sep 2020,22 Sep 2020,28 Aug 2020,03 Sep 2020,-,Final Dividend, 4.0400
15556,15556,500367,RUBFILA,Rubfila International Ltd,02 Sep 2020,Dividend - Rs. - 1.2000,-,04 Sep 2020,10 Sep 2020,28 Aug 2020,03 Sep 2020,-,Dividend, 1.2000
15557,15557,542920,SUMICHEM,Sumitomo Chemical India Ltd,02 Sep 2020,Final Dividend - Rs. - 0.5500,03 Sep 2020,-,-,27 Aug 2020,02 Sep 2020,-,Final Dividend, 0.5500
15558,15558,500777,TNPETRO,Tamilnadu Petroproducts Ltd,02 Sep 2020,Final Dividend - Rs. - 1.5000,-,04 Sep 2020,09 Sep 2020,28 Aug 2020,03 Sep 2020,-,Final Dividend, 1.5000
15559,15559,532515,TVTODAY,TV Today Network Ltd,02 Sep 2020,Dividend - Rs. - 2.2500,03 Sep 2020,-,-,27 Aug 2020,02 Sep 2020,-,Dividend, 2.2500
15560,15560,517544,CENTUM,Centum Electronics Ltd,03 Sep 2020,Final Dividend - Rs. - 2.5000,04 Sep 2020,-,-,31 Aug 2020,03 Sep 2020,-,Final Dividend, 2.5000
15561,15561,511413,CREST,Crest Ventures Ltd,03 Sep 2020,Final Dividend - Rs. - 0.5000,-,05 Sep 2020,12 Sep 2020,31 Aug 2020,03 Sep 2020,-,Final Dividend, 0.5000
15562,15562,533161,EMMBI,Emmbi Industries Ltd,03 Sep 2020,Final Dividend - Rs. - 0.4000,-,06 Sep 2020,12 Sep 2020,31 Aug 2020,03 Sep 2020,-,Final Dividend, 0.4000
15563,15563,523676,GOLKUNDIA,Golkunda Diamonds & Jewellery Ltd,03 Sep 2020,Final Dividend - Rs. - 1.0000,-,06 Sep 2020,12 Sep 2020,31 Aug 2020,03 Sep 2020,-,Final Dividend, 1.0000
15564,15564,542011,GRSE,Garden Reach Shipbuilders & Engineers Ltd,03 Sep 2020,Final Dividend - Rs. - 1.4000,-,05 Sep 2020,11 Sep 2020,31 Aug 2020,03 Sep 2020,-,Final Dividend, 1.4000
15565,15565,500440,HINDALCO,Hindalco Industries Ltd,03 Sep 2020,Final Dividend - Rs. - 1.0000,-,05 Sep 2020,10 Sep 2020,31 Aug 2020,03 Sep 2020,-,Final Dividend, 1.0000
15566,15566,500268,MANALIPETC,Manali Petrochemicals Ltd,03 Sep 2020,Dividend - Rs. - 0.7500,-,07 Sep 2020,16 Sep 2020,31 Aug 2020,04 Sep 2020,-,Dividend, 0.7500
15567,15567,539883,PILANIINVS,Pilani Investment and Industries Corporation Ltd,03 Sep 2020,Dividend - Rs. - 25.0000,-,05 Sep 2020,11 Sep 2020,31 Aug 2020,03 Sep 2020,-,Dividend, 25.0000
15568,15568,532366,PNBGILTS,PNB Gilts Ltd,03 Sep 2020,Final Dividend - Rs. - 3.0000,05 Sep 2020,-,-,31 Aug 2020,03 Sep 2020,-,Final Dividend, 3.0000
15569,15569,509220,PTL,PTL Enterprises Ltd,03 Sep 2020,Interim Dividend - Rs. - 2.5000,05 Sep 2020,-,-,31 Aug 2020,03 Sep 2020,-,Interim Dividend, 2.5000
15570,15570,523606,SIKA,Sika Interplant Systems Ltd,03 Sep 2020,Final Dividend - Rs. - 1.1000,-,05 Sep 2020,25 Sep 2020,31 Aug 2020,03 Sep 2020,-,Final Dividend, 1.1000
15571,15571,532725,SOLARINDS,Solar Industries India Ltd,03 Sep 2020,Final Dividend - Rs. - 6.0000,-,05 Sep 2020,16 Sep 2020,31 Aug 2020,03 Sep 2020,-,Final Dividend, 6.0000
15572,15572,500336,SURYAROSNI,Surya Roshni Ltd,03 Sep 2020,Dividend - Rs. - 2.0000,04 Sep 2020,-,-,28 Aug 2020,03 Sep 2020,-,Dividend, 2.0000
15573,15573,507747,TTKHLTCARE,TTK Healthcare Ltd,03 Sep 2020,Final Dividend - Rs. - 3.0000,-,07 Sep 2020,11 Sep 2020,31 Aug 2020,04 Sep 2020,-,Final Dividend, 3.0000
15574,15574,540550,YUG,Yug Decor Ltd,03 Sep 2020,Final Dividend - Rs. - 1.4000,-,05 Sep 2020,11 Sep 2020,31 Aug 2020,03 Sep 2020,-,Final Dividend, 1.4000
